items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs
GC_00005363	2	2	1
GC_00005364	2	2	1
GC_00005365	2	2	1
GC_00005366	2	2	1
GC_00005367	1	2	2
GC_00005368	2	2	1
GC_00005369	2	2	1
GC_00005370	2	2	1
GC_00005371	2	2	1
GC_00005372	2	2	1
GC_00005373	2	2	1
GC_00005374	2	2	1
GC_00005375	2	2	1
GC_00005376	2	2	1
GC_00005377	2	2	1
GC_00005378	2	2	1
GC_00005379	2	2	1
GC_00005380	2	2	1
GC_00005381	2	2	1
GC_00005382	1	2	2
GC_00005383	2	2	1
GC_00005384	2	2	1
GC_00005385	1	2	2
GC_00005386	2	2	1
GC_00005387	2	2	1
GC_00005388	2	2	1
GC_00005389	2	2	1
GC_00005390	2	2	1
GC_00005391	2	2	1
GC_00005392	2	2	1
GC_00005393	2	2	1
GC_00005394	1	2	2
GC_00005395	2	2	1
GC_00005396	2	2	1
GC_00005397	2	2	1
GC_00005398	1	2	2
GC_00005399	2	2	1
GC_00005400	2	2	1
GC_00005401	2	2	1
GC_00005402	2	2	1
GC_00005403	1	2	2
GC_00005404	1	2	2
GC_00005405	2	2	1
GC_00005406	2	2	1
GC_00005407	2	2	1
GC_00005408	2	2	1
GC_00005409	2	2	1
GC_00005410	2	2	1
GC_00005411	1	2	2
GC_00005412	2	2	1
GC_00005413	2	2	1
GC_00005414	2	2	1
GC_00005415	2	2	1
GC_00005416	2	2	1
GC_00005417	2	2	1
GC_00005418	2	2	1
GC_00005419	2	2	1
GC_00005420	2	2	1
GC_00005421	1	2	2
GC_00005422	2	2	1
GC_00005423	2	2	1
GC_00005424	1	2	2
GC_00005425	2	2	1
GC_00005426	1	2	2
GC_00005427	2	2	1
GC_00005428	2	2	1
GC_00005429	2	2	1
GC_00005430	2	2	1
GC_00005431	2	2	1
GC_00005432	2	2	1
GC_00005433	2	2	1
GC_00005434	2	2	1
GC_00005435	2	2	1
GC_00005436	1	2	2
GC_00005437	2	2	1
GC_00005438	2	2	1
GC_00005439	2	2	1
GC_00005440	2	2	1
GC_00005441	2	2	1
GC_00005442	2	2	1
GC_00005443	2	2	1
GC_00005444	2	2	1
GC_00005445	2	2	1
GC_00005446	2	2	1
GC_00005447	2	2	1
GC_00005448	2	2	1
GC_00005449	1	2	2
GC_00005450	2	2	1
GC_00005451	2	2	1
GC_00005452	2	2	1
GC_00005453	2	2	1
GC_00005454	1	2	2
GC_00005455	2	2	1
GC_00005456	2	2	1
GC_00005457	2	2	1
GC_00005458	1	2	2
GC_00005459	1	2	2
GC_00005460	2	2	1
GC_00005461	2	2	1
GC_00005462	2	2	1
GC_00005463	2	2	1
GC_00005464	2	2	1
GC_00005465	2	2	1
GC_00005466	2	2	1
GC_00005467	1	2	2
GC_00005468	2	2	1
GC_00005469	1	2	2
GC_00005470	2	2	1
GC_00005471	2	2	1
GC_00005472	2	2	1
GC_00005473	2	2	1
GC_00005474	1	2	2
GC_00005475	1	2	2
GC_00005476	2	2	1
GC_00005477	2	2	1
GC_00005478	2	2	1
GC_00005479	2	2	1
GC_00005480	1	2	2
GC_00005481	2	2	1
GC_00005482	2	2	1
GC_00005483	2	2	1
GC_00005484	2	2	1
GC_00005485	2	2	1
GC_00005486	2	2	1
GC_00005487	2	2	1
GC_00005488	1	2	2
GC_00005489	2	2	1
GC_00005490	2	2	1
GC_00005491	2	2	1
GC_00005492	2	2	1
GC_00005493	2	2	1
GC_00005494	2	2	1
GC_00005495	2	2	1
GC_00005496	2	2	1
GC_00005497	2	2	1
GC_00005498	2	2	1
GC_00005499	2	2	1
GC_00005500	2	2	1
GC_00005501	1	2	2
GC_00005502	2	2	1
GC_00005503	2	2	1
GC_00005504	2	2	1
GC_00005505	1	2	2
GC_00005506	2	2	1
GC_00005507	2	2	1
GC_00005508	2	2	1
GC_00005509	2	2	1
GC_00005510	2	2	1
GC_00005511	2	2	1
GC_00005512	2	2	1
GC_00005513	2	2	1
GC_00005514	2	2	1
GC_00005515	2	2	1
GC_00005516	1	2	2
GC_00005517	2	2	1
GC_00005518	1	2	2
GC_00005519	2	2	1
GC_00005520	2	2	1
GC_00005521	1	2	2
GC_00005522	2	2	1
GC_00005523	2	2	1
GC_00005524	1	2	2
GC_00005525	2	2	1
GC_00005526	2	2	1
GC_00005527	2	2	1
GC_00005528	2	2	1
GC_00005529	2	2	1
GC_00005530	2	2	1
GC_00005531	2	2	1
GC_00005532	2	2	1
GC_00005533	2	2	1
GC_00005534	2	2	1
GC_00005535	2	2	1
GC_00005536	2	2	1
GC_00005537	2	2	1
GC_00005538	2	2	1
GC_00005539	2	2	1
GC_00005540	2	2	1
GC_00005541	1	2	2
GC_00005542	2	2	1
GC_00005543	2	2	1
GC_00005544	2	2	1
GC_00005545	2	2	1
GC_00005546	2	2	1
GC_00005547	2	2	1
GC_00005548	1	2	2
GC_00005549	1	2	2
GC_00005550	2	2	1
GC_00005551	2	2	1
GC_00005552	1	2	2
GC_00005553	1	2	2
GC_00005554	2	2	1
GC_00005555	2	2	1
GC_00005556	1	2	2
GC_00005557	2	2	1
GC_00005558	2	2	1
GC_00005559	2	2	1
GC_00005560	2	2	1
GC_00005561	2	2	1
GC_00005562	2	2	1
GC_00005563	2	2	1
GC_00005564	1	2	2
GC_00005565	2	2	1
GC_00005566	2	2	1
GC_00005567	2	2	1
GC_00005568	1	2	2
GC_00005569	2	2	1
GC_00005570	2	2	1
GC_00005571	2	2	1
GC_00005572	2	2	1
GC_00005573	2	2	1
GC_00005574	2	2	1
GC_00005575	2	2	1
GC_00005576	1	2	2
GC_00005577	2	2	1
GC_00005578	1	2	2
GC_00005579	2	2	1
GC_00005580	2	2	1
GC_00005581	2	2	1
GC_00005582	1	2	2
GC_00005583	2	2	1
GC_00005584	2	2	1
GC_00005585	2	2	1
GC_00005586	1	2	2
GC_00005587	2	2	1
GC_00005588	2	2	1
GC_00005589	2	2	1
GC_00005590	2	2	1
GC_00005591	2	2	1
GC_00005592	2	2	1
GC_00005593	2	2	1
GC_00005594	2	2	1
GC_00005595	2	2	1
GC_00005596	2	2	1
GC_00005597	2	2	1
GC_00005598	2	2	1
GC_00005599	2	2	1
GC_00005600	2	2	1
GC_00005601	2	2	1
GC_00005602	2	2	1
GC_00005603	1	2	2
GC_00005604	2	2	1
GC_00005605	1	2	2
GC_00005606	2	2	1
GC_00005607	2	2	1
GC_00005608	2	2	1
GC_00005609	2	2	1
GC_00005610	1	2	2
GC_00005611	2	2	1
GC_00005612	2	2	1
GC_00005613	2	2	1
GC_00005614	2	2	1
GC_00005615	2	2	1
GC_00005616	2	2	1
GC_00005617	2	2	1
GC_00005618	2	2	1
GC_00005619	2	2	1
GC_00005620	2	2	1
GC_00005621	1	2	2
GC_00005622	2	2	1
GC_00005623	2	2	1
GC_00005624	2	2	1
GC_00005625	2	2	1
GC_00005626	2	2	1
GC_00005627	2	2	1
GC_00005628	2	2	1
GC_00005629	2	2	1
GC_00005630	2	2	1
GC_00005631	2	2	1
GC_00005632	2	2	1
GC_00005633	2	2	1
GC_00005634	2	2	1
GC_00005635	2	2	1
GC_00005636	2	2	1
GC_00005637	2	2	1
GC_00005638	2	2	1
GC_00005639	2	2	1
GC_00005640	2	2	1
GC_00005641	2	2	1
GC_00005642	2	2	1
GC_00005643	2	2	1
GC_00005644	2	2	1
GC_00005645	2	2	1
GC_00005646	2	2	1
GC_00005647	1	2	2
GC_00005648	2	2	1
GC_00005649	2	2	1
GC_00005650	2	2	1
GC_00005651	2	2	1
GC_00005652	1	2	2
GC_00005653	1	2	2
GC_00005654	2	2	1
GC_00005655	2	2	1
GC_00005656	2	2	1
GC_00005657	1	2	2
GC_00005658	2	2	1
GC_00005659	1	2	2
GC_00005660	2	2	1
GC_00005661	2	2	1
GC_00005662	2	2	1
GC_00005663	2	2	1
GC_00005664	2	2	1
GC_00005665	2	2	1
GC_00005666	2	2	1
GC_00005667	2	2	1
GC_00005668	2	2	1
GC_00005669	2	2	1
GC_00005670	2	2	1
GC_00005671	2	2	1
GC_00005672	2	2	1
GC_00005673	2	2	1
GC_00005674	2	2	1
GC_00005675	2	2	1
GC_00005676	2	2	1
GC_00005677	2	2	1
GC_00005678	2	2	1
GC_00005679	2	2	1
GC_00005680	2	2	1
GC_00005681	2	2	1
GC_00005682	2	2	1
GC_00005683	1	2	2
GC_00005684	2	2	1
GC_00005685	2	2	1
GC_00005686	2	2	1
GC_00005687	2	2	1
GC_00005688	2	2	1
GC_00005689	2	2	1
GC_00005690	2	2	1
GC_00005691	1	2	2
GC_00005692	2	2	1
GC_00005693	2	2	1
GC_00005694	2	2	1
GC_00005695	2	2	1
GC_00005696	1	2	2
GC_00005697	2	2	1
GC_00005698	2	2	1
GC_00005699	2	2	1
GC_00005700	2	2	1
GC_00005701	2	2	1
GC_00005702	2	2	1
GC_00005703	2	2	1
GC_00005704	2	2	1
GC_00005705	2	2	1
GC_00005706	2	2	1
GC_00005707	2	2	1
GC_00005708	2	2	1
GC_00005709	2	2	1
GC_00005710	2	2	1
GC_00005711	2	2	1
GC_00005712	2	2	1
GC_00005713	2	2	1
GC_00005714	2	2	1
GC_00005715	2	2	1
GC_00005716	1	2	2
GC_00005717	2	2	1
GC_00005718	2	2	1
GC_00005719	2	2	1
GC_00005720	1	2	2
GC_00005721	2	2	1
GC_00005722	2	2	1
GC_00005723	2	2	1
GC_00005724	2	2	1
GC_00005725	2	2	1
GC_00005726	2	2	1
GC_00005727	2	2	1
GC_00005728	2	2	1
GC_00005729	1	2	2
GC_00005730	1	2	2
GC_00005731	2	2	1
GC_00005732	2	2	1
GC_00005733	2	2	1
GC_00005734	2	2	1
GC_00005735	2	2	1
GC_00005736	2	2	1
GC_00005737	2	2	1
GC_00005738	2	2	1
GC_00005739	2	2	1
GC_00005740	1	2	2
GC_00005741	1	2	2
GC_00005742	2	2	1
GC_00005743	1	2	2
GC_00005744	2	2	1
GC_00005745	2	2	1
GC_00005746	2	2	1
GC_00005747	2	2	1
GC_00005748	1	2	2
GC_00005749	2	2	1
GC_00005750	2	2	1
GC_00005751	2	2	1
GC_00005752	2	2	1
GC_00005753	2	2	1
GC_00005754	2	2	1
GC_00005755	2	2	1
GC_00005756	2	2	1
GC_00005757	2	2	1
GC_00005758	2	2	1
GC_00005759	2	2	1
GC_00005760	2	2	1
GC_00005761	2	2	1
GC_00005762	2	2	1
GC_00005763	2	2	1
GC_00005764	2	2	1
GC_00005765	2	2	1
GC_00005766	2	2	1
GC_00005767	2	2	1
GC_00005768	2	2	1
GC_00005769	2	2	1
GC_00005770	2	2	1
GC_00005771	2	2	1
GC_00005772	2	2	1
GC_00005773	2	2	1
GC_00005774	2	2	1
GC_00005775	2	2	1
GC_00005776	2	2	1
GC_00005777	2	2	1
GC_00005778	2	2	1
GC_00005779	2	2	1
GC_00005780	2	2	1
GC_00005781	2	2	1
GC_00005782	2	2	1
GC_00005783	2	2	1
GC_00005784	2	2	1
GC_00005785	2	2	1
GC_00005786	2	2	1
GC_00005787	2	2	1
GC_00005788	2	2	1
GC_00005789	2	2	1
GC_00005790	2	2	1
GC_00005791	2	2	1
GC_00005792	2	2	1
GC_00005793	1	2	2
GC_00005794	1	2	2
GC_00005795	2	2	1
GC_00005796	2	2	1
GC_00005797	2	2	1
GC_00005798	2	2	1
GC_00005799	2	2	1
GC_00005800	2	2	1
GC_00005801	1	2	2
GC_00005802	2	2	1
GC_00005803	2	2	1
GC_00005804	2	2	1
GC_00005805	2	2	1
GC_00005806	2	2	1
GC_00005807	2	2	1
GC_00005808	2	2	1
GC_00005809	2	2	1
GC_00005810	2	2	1
GC_00005811	2	2	1
GC_00005812	2	2	1
GC_00005813	1	2	2
GC_00005814	2	2	1
GC_00005815	2	2	1
GC_00005816	2	2	1
GC_00005817	2	2	1
GC_00005818	2	2	1
GC_00005819	2	2	1
GC_00005820	2	2	1
GC_00005821	2	2	1
GC_00005822	2	2	1
GC_00005823	2	2	1
GC_00005824	2	2	1
GC_00005825	1	2	2
GC_00005826	2	2	1
GC_00005827	2	2	1
GC_00005828	1	2	2
GC_00005829	2	2	1
GC_00005830	2	2	1
GC_00005831	2	2	1
GC_00005832	2	2	1
GC_00005833	2	2	1
GC_00005834	2	2	1
GC_00005835	1	2	2
GC_00005836	2	2	1
GC_00005837	2	2	1
GC_00005838	2	2	1
GC_00005839	2	2	1
GC_00005840	2	2	1
GC_00005841	2	2	1
GC_00005842	1	2	2
GC_00005843	2	2	1
GC_00005844	2	2	1
GC_00005845	2	2	1
GC_00005846	2	2	1
GC_00005847	2	2	1
GC_00005848	2	2	1
GC_00005849	1	2	2
GC_00005850	1	2	2
GC_00005851	2	2	1
GC_00005852	2	2	1
GC_00005853	2	2	1
GC_00005854	2	2	1
GC_00005855	2	2	1
GC_00005856	1	2	2
GC_00005857	2	2	1
GC_00005858	1	2	2
GC_00005859	2	2	1
GC_00005860	2	2	1
GC_00005861	2	2	1
GC_00005862	2	2	1
GC_00005863	2	2	1
GC_00005864	2	2	1
GC_00005865	2	2	1
GC_00005866	1	2	2
GC_00005867	2	2	1
GC_00005868	2	2	1
GC_00005869	2	2	1
GC_00005870	2	2	1
GC_00005871	1	2	2
GC_00005872	2	2	1
GC_00005873	2	2	1
GC_00005874	2	2	1
GC_00005875	2	2	1
GC_00005876	1	2	2
GC_00005877	2	2	1
GC_00005878	2	2	1
GC_00005879	2	2	1
GC_00005880	2	2	1
GC_00005881	2	2	1
GC_00005882	2	2	1
GC_00005883	2	2	1
GC_00005884	2	2	1
GC_00005885	2	2	1
GC_00005886	2	2	1
GC_00005887	2	2	1
GC_00005888	2	2	1
GC_00005889	2	2	1
GC_00005890	1	2	2
GC_00005891	2	2	1
GC_00005892	2	2	1
GC_00005893	2	2	1
GC_00005894	2	2	1
GC_00005895	2	2	1
GC_00005896	2	2	1
GC_00005897	2	2	1
GC_00005898	2	2	1
GC_00005899	2	2	1
GC_00005900	1	2	2
GC_00005901	2	2	1
GC_00005902	2	2	1
GC_00005903	2	2	1
GC_00005904	2	2	1
GC_00005905	2	2	1
GC_00005906	2	2	1
GC_00005907	2	2	1
GC_00005908	1	2	2
GC_00005909	2	2	1
GC_00005910	2	2	1
GC_00005911	1	2	2
GC_00005912	2	2	1
GC_00005913	2	2	1
GC_00005914	2	2	1
GC_00005915	2	2	1
GC_00005916	2	2	1
GC_00005917	2	2	1
GC_00005918	2	2	1
GC_00005919	2	2	1
GC_00005920	2	2	1
GC_00005921	2	2	1
GC_00005922	2	2	1
GC_00005923	2	2	1
GC_00005924	1	2	2
GC_00005925	2	2	1
GC_00005926	1	2	2
GC_00005927	2	2	1
GC_00005928	2	2	1
GC_00005929	1	2	2
GC_00005930	2	2	1
GC_00005931	2	2	1
GC_00005932	1	2	2
GC_00005933	2	2	1
GC_00005934	1	2	2
GC_00005935	2	2	1
GC_00005936	2	2	1
GC_00005937	2	2	1
GC_00005938	2	2	1
GC_00005939	2	2	1
GC_00005940	2	2	1
GC_00005941	1	2	2
GC_00005942	1	2	2
GC_00005943	1	2	2
GC_00005944	2	2	1
GC_00005945	2	2	1
GC_00005946	2	2	1
GC_00005947	2	2	1
GC_00005948	2	2	1
GC_00005949	1	2	2
GC_00005950	2	2	1
GC_00005951	2	2	1
GC_00005952	2	2	1
GC_00005953	2	2	1
GC_00005954	1	2	2
GC_00005955	2	2	1
GC_00005956	2	2	1
GC_00005957	2	2	1
GC_00005958	2	2	1
GC_00005959	2	2	1
GC_00005960	2	2	1
GC_00005961	2	2	1
GC_00005962	2	2	1
GC_00005963	2	2	1
GC_00005964	1	2	2
GC_00005965	1	2	2
GC_00005966	2	2	1
GC_00005967	2	2	1
GC_00005968	1	2	2
GC_00005969	2	2	1
GC_00005970	2	2	1
GC_00005971	2	2	1
GC_00005972	2	2	1
GC_00005973	2	2	1
GC_00005974	2	2	1
GC_00005975	2	2	1
GC_00005976	2	2	1
GC_00005977	2	2	1
GC_00005978	1	2	2
GC_00005979	2	2	1
GC_00005980	2	2	1
GC_00005981	2	2	1
GC_00005982	2	2	1
GC_00005983	2	2	1
GC_00005984	2	2	1
GC_00005985	2	2	1
GC_00005986	2	2	1
GC_00005987	2	2	1
GC_00005988	2	2	1
GC_00005989	2	2	1
GC_00005990	2	2	1
GC_00005991	2	2	1
GC_00005992	2	2	1
GC_00005993	2	2	1
GC_00005994	2	2	1
GC_00005995	2	2	1
GC_00005996	1	1	1
GC_00005997	1	1	1
GC_00005998	1	1	1
GC_00005999	1	1	1
GC_00006000	1	1	1
GC_00006001	1	1	1
GC_00006002	1	1	1
GC_00006003	1	1	1
GC_00006004	1	1	1
GC_00006005	1	1	1
GC_00006006	1	1	1
GC_00006007	1	1	1
GC_00006008	1	1	1
GC_00006009	1	1	1
GC_00006010	1	1	1
GC_00006011	1	1	1
GC_00006012	1	1	1
GC_00006013	1	1	1
GC_00006014	1	1	1
GC_00006015	1	1	1
GC_00006016	1	1	1
GC_00006017	1	1	1
GC_00006018	1	1	1
GC_00006019	1	1	1
GC_00006020	1	1	1
GC_00006021	1	1	1
GC_00006022	1	1	1
GC_00006023	1	1	1
GC_00006024	1	1	1
GC_00006025	1	1	1
GC_00006026	1	1	1
GC_00006027	1	1	1
GC_00006028	1	1	1
GC_00006029	1	1	1
GC_00006030	1	1	1
GC_00006031	1	1	1
GC_00006032	1	1	1
GC_00006033	1	1	1
GC_00006034	1	1	1
GC_00006035	1	1	1
GC_00006036	1	1	1
GC_00006037	1	1	1
GC_00006038	1	1	1
GC_00006039	1	1	1
GC_00006040	1	1	1
GC_00006041	1	1	1
GC_00006042	1	1	1
GC_00006043	1	1	1
GC_00006044	1	1	1
GC_00006045	1	1	1
GC_00006046	1	1	1
GC_00006047	1	1	1
GC_00006048	1	1	1
GC_00006049	1	1	1
GC_00006050	1	1	1
GC_00006051	1	1	1
GC_00006052	1	1	1
GC_00006053	1	1	1
GC_00006054	1	1	1
GC_00006055	1	1	1
GC_00006056	1	1	1
GC_00006057	1	1	1
GC_00006058	1	1	1
GC_00006059	1	1	1
GC_00006060	1	1	1
GC_00006061	1	1	1
GC_00006062	1	1	1
GC_00006063	1	1	1
GC_00006064	1	1	1
GC_00006065	1	1	1
GC_00006066	1	1	1
GC_00006067	1	1	1
GC_00006068	1	1	1
GC_00006069	1	1	1
GC_00006070	1	1	1
GC_00006071	1	1	1
GC_00006072	1	1	1
GC_00006073	1	1	1
GC_00006074	1	1	1
GC_00006075	1	1	1
GC_00006076	1	1	1
GC_00006077	1	1	1
GC_00006078	1	1	1
GC_00006079	1	1	1
GC_00006080	1	1	1
GC_00006081	1	1	1
GC_00006082	1	1	1
GC_00006083	1	1	1
GC_00006084	1	1	1
GC_00006085	1	1	1
GC_00006086	1	1	1
GC_00006087	1	1	1
GC_00006088	1	1	1
GC_00006089	1	1	1
GC_00006090	1	1	1
GC_00006091	1	1	1
GC_00006092	1	1	1
GC_00006093	1	1	1
GC_00006094	1	1	1
GC_00006095	1	1	1
GC_00006096	1	1	1
GC_00006097	1	1	1
GC_00006098	1	1	1
GC_00006099	1	1	1
GC_00006100	1	1	1
GC_00006101	1	1	1
GC_00006102	1	1	1
GC_00006103	1	1	1
GC_00006104	1	1	1
GC_00006105	1	1	1
GC_00006106	1	1	1
GC_00006107	1	1	1
GC_00006108	1	1	1
GC_00006109	1	1	1
GC_00006110	1	1	1
GC_00006111	1	1	1
GC_00006112	1	1	1
GC_00006113	1	1	1
GC_00006114	1	1	1
GC_00006115	1	1	1
GC_00006116	1	1	1
GC_00006117	1	1	1
GC_00006118	1	1	1
GC_00006119	1	1	1
GC_00006120	1	1	1
GC_00006121	1	1	1
GC_00006122	1	1	1
GC_00006123	1	1	1
GC_00006124	1	1	1
GC_00006125	1	1	1
GC_00006126	1	1	1
GC_00006127	1	1	1
GC_00006128	1	1	1
GC_00006129	1	1	1
GC_00006130	1	1	1
GC_00006131	1	1	1
GC_00006132	1	1	1
GC_00006133	1	1	1
GC_00006134	1	1	1
GC_00006135	1	1	1
GC_00006136	1	1	1
GC_00006137	1	1	1
GC_00006138	1	1	1
GC_00006139	1	1	1
GC_00006140	1	1	1
GC_00006141	1	1	1
GC_00006142	1	1	1
GC_00006143	1	1	1
GC_00006144	1	1	1
GC_00006145	1	1	1
GC_00006146	1	1	1
GC_00006147	1	1	1
GC_00006148	1	1	1
GC_00006149	1	1	1
GC_00006150	1	1	1
GC_00006151	1	1	1
GC_00006152	1	1	1
GC_00006153	1	1	1
GC_00006154	1	1	1
GC_00006155	1	1	1
GC_00006156	1	1	1
GC_00006157	1	1	1
GC_00006158	1	1	1
GC_00006159	1	1	1
GC_00006160	1	1	1
GC_00006161	1	1	1
GC_00006162	1	1	1
GC_00006163	1	1	1
GC_00006164	1	1	1
GC_00006165	1	1	1
GC_00006166	1	1	1
GC_00006167	1	1	1
GC_00006168	1	1	1
GC_00006169	1	1	1
GC_00006170	1	1	1
GC_00006171	1	1	1
GC_00006172	1	1	1
GC_00006173	1	1	1
GC_00006174	1	1	1
GC_00006175	1	1	1
GC_00006176	1	1	1
GC_00006177	1	1	1
GC_00006178	1	1	1
GC_00006179	1	1	1
GC_00006180	1	1	1
GC_00006181	1	1	1
GC_00006182	1	1	1
GC_00006183	1	1	1
GC_00006184	1	1	1
GC_00006185	1	1	1
GC_00006186	1	1	1
GC_00006187	1	1	1
GC_00006188	1	1	1
GC_00006189	1	1	1
GC_00006190	1	1	1
GC_00006191	1	1	1
GC_00006192	1	1	1
GC_00006193	1	1	1
GC_00006194	1	1	1
GC_00006195	1	1	1
GC_00006196	1	1	1
GC_00006197	1	1	1
GC_00006198	1	1	1
GC_00006199	1	1	1
GC_00006200	1	1	1
GC_00006201	1	1	1
GC_00006202	1	1	1
GC_00006203	1	1	1
GC_00006204	1	1	1
GC_00006205	1	1	1
GC_00006206	1	1	1
GC_00006207	1	1	1
GC_00006208	1	1	1
GC_00006209	1	1	1
GC_00006210	1	1	1
GC_00006211	1	1	1
GC_00006212	1	1	1
GC_00006213	1	1	1
GC_00006214	1	1	1
GC_00006215	1	1	1
GC_00006216	1	1	1
GC_00006217	1	1	1
GC_00006218	1	1	1
GC_00006219	1	1	1
GC_00006220	1	1	1
GC_00006221	1	1	1
GC_00006222	1	1	1
GC_00006223	1	1	1
GC_00006224	1	1	1
GC_00006225	1	1	1
GC_00006226	1	1	1
GC_00006227	1	1	1
GC_00006228	1	1	1
GC_00006229	1	1	1
GC_00006230	1	1	1
GC_00006231	1	1	1
GC_00006232	1	1	1
GC_00006233	1	1	1
GC_00006234	1	1	1
GC_00006235	1	1	1
GC_00006236	1	1	1
GC_00006237	1	1	1
GC_00006238	1	1	1
GC_00006239	1	1	1
GC_00006240	1	1	1
GC_00006241	1	1	1
GC_00006242	1	1	1
GC_00006243	1	1	1
GC_00006244	1	1	1
GC_00006245	1	1	1
GC_00006246	1	1	1
GC_00006247	1	1	1
GC_00006248	1	1	1
GC_00006249	1	1	1
GC_00006250	1	1	1
GC_00006251	1	1	1
GC_00006252	1	1	1
GC_00006253	1	1	1
GC_00006254	1	1	1
GC_00006255	1	1	1
GC_00006256	1	1	1
GC_00006257	1	1	1
GC_00006258	1	1	1
GC_00006259	1	1	1
GC_00006260	1	1	1
GC_00006261	1	1	1
GC_00006262	1	1	1
GC_00006263	1	1	1
GC_00006264	1	1	1
GC_00006265	1	1	1
GC_00006266	1	1	1
GC_00006267	1	1	1
GC_00006268	1	1	1
GC_00006269	1	1	1
GC_00006270	1	1	1
GC_00006271	1	1	1
GC_00006272	1	1	1
GC_00006273	1	1	1
GC_00006274	1	1	1
GC_00006275	1	1	1
GC_00006276	1	1	1
GC_00006277	1	1	1
GC_00006278	1	1	1
GC_00006279	1	1	1
GC_00006280	1	1	1
GC_00006281	1	1	1
GC_00006282	1	1	1
GC_00006283	1	1	1
GC_00006284	1	1	1
GC_00006285	1	1	1
GC_00006286	1	1	1
GC_00006287	1	1	1
GC_00006288	1	1	1
GC_00006289	1	1	1
GC_00006290	1	1	1
GC_00006291	1	1	1
GC_00006292	1	1	1
GC_00006293	1	1	1
GC_00006294	1	1	1
GC_00006295	1	1	1
GC_00006296	1	1	1
GC_00006297	1	1	1
GC_00006298	1	1	1
GC_00006299	1	1	1
GC_00006300	1	1	1
GC_00006301	1	1	1
GC_00006302	1	1	1
GC_00006303	1	1	1
GC_00006304	1	1	1
GC_00006305	1	1	1
GC_00006306	1	1	1
GC_00006307	1	1	1
GC_00006308	1	1	1
GC_00006309	1	1	1
GC_00006310	1	1	1
GC_00006311	1	1	1
GC_00006312	1	1	1
GC_00006313	1	1	1
GC_00006314	1	1	1
GC_00006315	1	1	1
GC_00006316	1	1	1
GC_00006317	1	1	1
GC_00006318	1	1	1
GC_00006319	1	1	1
GC_00006320	1	1	1
GC_00006321	1	1	1
GC_00006322	1	1	1
GC_00006323	1	1	1
GC_00006324	1	1	1
GC_00006325	1	1	1
GC_00006326	1	1	1
GC_00006327	1	1	1
GC_00006328	1	1	1
GC_00006329	1	1	1
GC_00006330	1	1	1
GC_00006331	1	1	1
GC_00006332	1	1	1
GC_00006333	1	1	1
GC_00006334	1	1	1
GC_00006335	1	1	1
GC_00006336	1	1	1
GC_00006337	1	1	1
GC_00006338	1	1	1
GC_00006339	1	1	1
GC_00006340	1	1	1
GC_00006341	1	1	1
GC_00006342	1	1	1
GC_00006343	1	1	1
GC_00006344	1	1	1
GC_00006345	1	1	1
GC_00006346	1	1	1
GC_00006347	1	1	1
GC_00006348	1	1	1
GC_00006349	1	1	1
GC_00006350	1	1	1
GC_00006351	1	1	1
GC_00006352	1	1	1
GC_00006353	1	1	1
GC_00006354	1	1	1
GC_00006355	1	1	1
GC_00006356	1	1	1
GC_00006357	1	1	1
GC_00006358	1	1	1
GC_00006359	1	1	1
GC_00006360	1	1	1
GC_00006361	1	1	1
GC_00006362	1	1	1
GC_00006363	1	1	1
GC_00006364	1	1	1
GC_00006365	1	1	1
GC_00006366	1	1	1
GC_00006367	1	1	1
GC_00006368	1	1	1
GC_00006369	1	1	1
GC_00006370	1	1	1
GC_00006371	1	1	1
GC_00006372	1	1	1
GC_00006373	1	1	1
GC_00006374	1	1	1
GC_00006375	1	1	1
GC_00006376	1	1	1
GC_00006377	1	1	1
GC_00006378	1	1	1
GC_00006379	1	1	1
GC_00006380	1	1	1
GC_00006381	1	1	1
GC_00006382	1	1	1
GC_00006383	1	1	1
GC_00006384	1	1	1
GC_00006385	1	1	1
GC_00006386	1	1	1
GC_00006387	1	1	1
GC_00006388	1	1	1
GC_00006389	1	1	1
GC_00006390	1	1	1
GC_00006391	1	1	1
GC_00006392	1	1	1
GC_00006393	1	1	1
GC_00006394	1	1	1
GC_00006395	1	1	1
GC_00006396	1	1	1
GC_00006397	1	1	1
GC_00006398	1	1	1
GC_00006399	1	1	1
GC_00006400	1	1	1
GC_00006401	1	1	1
GC_00006402	1	1	1
GC_00006403	1	1	1
GC_00006404	1	1	1
GC_00006405	1	1	1
GC_00006406	1	1	1
GC_00006407	1	1	1
GC_00006408	1	1	1
GC_00006409	1	1	1
GC_00006410	1	1	1
GC_00006411	1	1	1
GC_00006412	1	1	1
GC_00006413	1	1	1
GC_00006414	1	1	1
GC_00006415	1	1	1
GC_00006416	1	1	1
GC_00006417	1	1	1
GC_00006418	1	1	1
GC_00006419	1	1	1
GC_00006420	1	1	1
GC_00006421	1	1	1
GC_00006422	1	1	1
GC_00006423	1	1	1
GC_00006424	1	1	1
GC_00006425	1	1	1
GC_00006426	1	1	1
GC_00006427	1	1	1
GC_00006428	1	1	1
GC_00006429	1	1	1
GC_00006430	1	1	1
GC_00006431	1	1	1
GC_00006432	1	1	1
GC_00006433	1	1	1
GC_00006434	1	1	1
GC_00006435	1	1	1
